         0	     84128.226562500000000
         1	     83902.304687500000000
         2	     83412.851562500000000
         3	     82678.898437500000000
         4	     81706.890625000000000
         5	     80488.007812500000000
         6	     79084.562500000000000
         7	     77510.851562500000000
         8	     75792.375000000000000
         9	     73968.796875000000000
        10	     72042.062500000000000
        11	     70080.781250000000000
        12	     68080.250000000000000
        13	     66067.156250000000000
        14	     64065.664062500000000
        15	     62095.101562500000000
        16	     60165.234375000000000
        17	     58284.914062500000000
        18	     56454.875000000000000
        19	     54693.812500000000000
        20	     52998.820312500000000
        21	     51365.132812500000000
        22	     49804.679687500000000
        23	     48306.859375000000000
        24	     46891.320312500000000
        25	     45527.742187500000000
        26	     44218.414062500000000
        27	     42980.046875000000000
        28	     41795.898437500000000
        29	     40659.250000000000000
        30	     39571.781250000000000
        31	     38526.851562500000000
        32	     37524.554687500000000
        33	     36552.289062500000000
        34	     35612.054687500000000
        35	     34719.726562500000000
        36	     33840.101562500000000
        37	     33000.812500000000000
        38	     32193.294921875000000
        39	     31409.376953125000000
        40	     30637.541015625000000
        41	     29896.111328125000000
        42	     29160.865234375000000
        43	     28453.416015625000000
        44	     27766.224609375000000
        45	     27097.900390625000000
        46	     26454.294921875000000
        47	     25826.082031250000000
        48	     25214.248046875000000
        49	     24616.371093750000000
        50	     24025.619140625000000
        51	     23433.312500000000000
        52	     22870.771484375000000
        53	     22313.271484375000000
        54	     21782.564453125000000
        55	     21252.451171875000000
        56	     20746.460937500000000
        57	     20250.156250000000000
        58	     19770.570312500000000
        59	     19313.080078125000000
        60	     18868.017578125000000
        61	     18443.673828125000000
        62	     18026.861328125000000
        63	     17622.449218750000000
        64	     17235.003906250000000
        65	     16862.216796875000000
        66	     16498.750000000000000
        67	     16148.509765625000000
        68	     15807.603515625000000
        69	     15478.400390625000000
        70	     15163.390625000000000
        71	     14865.035156250000000
        72	     14562.857421875000000
        73	     14284.121093750000000
        74	     14015.279296875000000
        75	     13765.798828125000000
        76	     13505.792968750000000
        77	     13245.230468750000000
        78	     12998.921875000000000
        79	     12762.171875000000000
        80	     12531.945312500000000
        81	     12318.353515625000000
        82	     12113.527343750000000
        83	     11924.240234375000000
        84	     11739.212890625000000
